CodEscolasAtendidas,Ano,UF,Municipio,EsferaGoverno,QtdEscolasAtendidas
2174751,2019,PE,MARAIAL,ADMINISTRAÇÃO,1
2174752,2019,PE,MARAIAL,ADMINISTRAÇÃO,13
2174753,2019,PE,MIRANDIBA,ADMINISTRAÇÃO,5
2174754,2019,PE,MIRANDIBA,ADMINISTRAÇÃO,29
2174755,2019,PE,MIRANDIBA,PARTICULAR,1
2174756,2019,PE,MOREILANDIA,ADMINISTRAÇÃO,3
2174757,2019,PE,MOREILANDIA,ADMINISTRAÇÃO,13
2174758,2019,PE,MORENO,ADMINISTRAÇÃO,4
2174759,2019,PE,MORENO,ADMINISTRAÇÃO,27
2174760,2019,PE,MORENO,PARTICULAR,1
2174761,2019,PE,NAZARE DA MATA,ADMINISTRAÇÃO,6
2174762,2019,PE,NAZARE DA MATA,ADMINISTRAÇÃO,13
2174763,2019,PE,OLINDA,ADMINISTRAÇÃO,39
2174764,2019,PE,OLINDA,ADMINISTRAÇÃO,65
2174765,2019,PE,OLINDA,PARTICULAR,1
2174766,2019,PE,OROBO,ADMINISTRAÇÃO,3
2174767,2019,PE,OROBO,ADMINISTRAÇÃO,30
2174768,2019,PE,OROCO,ADMINISTRAÇÃO,4
2174769,2019,PE,OROCO,ADMINISTRAÇÃO,27
2174770,2019,PE,OURICURI,ADMINISTRAÇÃO,6
2174771,2019,PE,OURICURI,ADMINISTRAÇÃO,60
2174772,2019,PE,PALMARES,ADMINISTRAÇÃO,9
2174773,2019,PE,PALMARES,ADMINISTRAÇÃO,53
2174774,2019,PE,PALMEIRINA,ADMINISTRAÇÃO,1
2174775,2019,PE,PALMEIRINA,ADMINISTRAÇÃO,16
2174776,2019,PE,PANELAS,ADMINISTRAÇÃO,2
2174777,2019,PE,PANELAS,ADMINISTRAÇÃO,43
2174778,2019,PE,PARANATAMA,ADMINISTRAÇÃO,1
2174779,2019,PE,PARANATAMA,ADMINISTRAÇÃO,25
2174780,2019,PE,PARNAMIRIM,ADMINISTRAÇÃO,3
2174781,2019,PE,PARNAMIRIM,ADMINISTRAÇÃO,31
2174782,2019,PE,PASSIRA,ADMINISTRAÇÃO,3
2174783,2019,PE,PASSIRA,ADMINISTRAÇÃO,24
2174784,2019,PE,PASSIRA,PARTICULAR,1
2174785,2019,PE,PAUDALHO,ADMINISTRAÇÃO,6
2174786,2019,PE,PAUDALHO,ADMINISTRAÇÃO,27
2174787,2019,PE,PAULISTA,ADMINISTRAÇÃO,23
2174788,2019,PE,PAULISTA,ADMINISTRAÇÃO,46
2174789,2019,PE,PAULISTA,PARTICULAR,3
2174790,2019,PE,PEDRA,ADMINISTRAÇÃO,3
2174791,2019,PE,PEDRA,ADMINISTRAÇÃO,22
2174792,2019,PE,PESQUEIRA,ADMINISTRAÇÃO,43
2174793,2019,PE,PESQUEIRA,ADMINISTRAÇÃO,48
2174794,2019,PE,PETROLANDIA,ADMINISTRAÇÃO,10
2174795,2019,PE,PETROLANDIA,ADMINISTRAÇÃO,43
2174796,2019,PE,PETROLINA,ADMINISTRAÇÃO,49
2174797,2019,PE,PETROLINA,ADMINISTRAÇÃO,119
2174798,2019,PE,PETROLINA,PARTICULAR,82
2174799,2019,PE,POCAO,ADMINISTRAÇÃO,2
2174800,2019,PE,POCAO,ADMINISTRAÇÃO,14
2174801,2019,PE,POMBOS,ADMINISTRAÇÃO,1
2174802,2019,PE,POMBOS,ADMINISTRAÇÃO,29
2174803,2019,PE,PRIMAVERA,ADMINISTRAÇÃO,1
2174804,2019,PE,PRIMAVERA,ADMINISTRAÇÃO,13
2174805,2019,PE,QUIPAPA,ADMINISTRAÇÃO,1
2174806,2019,PE,QUIPAPA,ADMINISTRAÇÃO,26
2174807,2019,PE,QUIXABA,ADMINISTRAÇÃO,2
2174808,2019,PE,QUIXABA,ADMINISTRAÇÃO,8
2174809,2019,PE,RECIFE,ADMINISTRAÇÃO,160
2174810,2019,PE,RECIFE,ADMINISTRAÇÃO,309
2174811,2019,PE,RECIFE,PARTICULAR,29
2174812,2019,PE,RIACHO DAS ALMAS,ADMINISTRAÇÃO,1
2174813,2019,PE,RIACHO DAS ALMAS,ADMINISTRAÇÃO,24
2174814,2019,PE,RIBEIRAO,ADMINISTRAÇÃO,3
2174815,2019,PE,RIBEIRAO,ADMINISTRAÇÃO,32
2174816,2019,PE,RIO FORMOSO,ADMINISTRAÇÃO,3
2174817,2019,PE,RIO FORMOSO,ADMINISTRAÇÃO,21
2174818,2019,PE,SAIRE,ADMINISTRAÇÃO,1
2174819,2019,PE,SAIRE,ADMINISTRAÇÃO,15
2174820,2019,PE,SALGADINHO,ADMINISTRAÇÃO,1
2174821,2019,PE,SALGADINHO,ADMINISTRAÇÃO,12
2174822,2019,PE,SALGUEIRO,ADMINISTRAÇÃO,20
2174823,2019,PE,SALGUEIRO,ADMINISTRAÇÃO,22
2174824,2019,PE,SALGUEIRO,PARTICULAR,1
2174825,2019,PE,SALOA,ADMINISTRAÇÃO,1
2174826,2019,PE,SALOA,ADMINISTRAÇÃO,23
2174827,2019,PE,SANHARO,ADMINISTRAÇÃO,2
2174828,2019,PE,SANHARO,ADMINISTRAÇÃO,17
2174829,2019,PE,SANTA CRUZ,ADMINISTRAÇÃO,1
2174830,2019,PE,SANTA CRUZ,ADMINISTRAÇÃO,14
2174831,2019,PE,SANTA CRUZ DA BAIXA VERDE,ADMINISTRAÇÃO,2
2174832,2019,PE,SANTA CRUZ DA BAIXA VERDE,ADMINISTRAÇÃO,8
2174833,2019,PE,SANTA CRUZ DO CAPIBARIBE,ADMINISTRAÇÃO,7
2174834,2019,PE,SANTA CRUZ DO CAPIBARIBE,ADMINISTRAÇÃO,26
2174835,2019,PE,SANTA CRUZ DO CAPIBARIBE,PARTICULAR,4
2174836,2019,PE,SANTA FILOMENA,ADMINISTRAÇÃO,2
2174837,2019,PE,SANTA FILOMENA,ADMINISTRAÇÃO,17
2174838,2019,PE,SANTA MARIA DA BOA VISTA,ADMINISTRAÇÃO,5
2174839,2019,PE,SANTA MARIA DA BOA VISTA,ADMINISTRAÇÃO,49
2174840,2019,PE,SANTA MARIA DO CAMBUCA,ADMINISTRAÇÃO,1
2174841,2019,PE,SANTA MARIA DO CAMBUCA,ADMINISTRAÇÃO,25
2174842,2019,PE,SANTA TEREZINHA,ADMINISTRAÇÃO,1
2174843,2019,PE,SANTA TEREZINHA,ADMINISTRAÇÃO,10
2174844,2019,PE,SAO BENEDITO DO SUL,ADMINISTRAÇÃO,1
2174845,2019,PE,SAO BENEDITO DO SUL,ADMINISTRAÇÃO,21
2174846,2019,PE,SAO BENTO DO UNA,ADMINISTRAÇÃO,4
2174847,2019,PE,SAO BENTO DO UNA,ADMINISTRAÇÃO,31
2174848,2019,PE,SAO CAITANO,ADMINISTRAÇÃO,3
2174849,2019,PE,SAO CAITANO,ADMINISTRAÇÃO,37
2174850,2019,PE,SAO JOAO,ADMINISTRAÇÃO,1
2174851,2019,PE,SAO JOAO,ADMINISTRAÇÃO,33
2174852,2019,PE,SAO JOAQUIM DO MONTE,ADMINISTRAÇÃO,1
2174853,2019,PE,SAO JOAQUIM DO MONTE,ADMINISTRAÇÃO,11
2174854,2019,PE,SAO JOSE DA COROA GRANDE,ADMINISTRAÇÃO,3
2174855,2019,PE,SAO JOSE DA COROA GRANDE,ADMINISTRAÇÃO,14
2174856,2019,PE,SAO JOSE DO BELMONTE,ADMINISTRAÇÃO,4
2174857,2019,PE,SAO JOSE DO BELMONTE,ADMINISTRAÇÃO,20
2174858,2019,PE,SAO JOSE DO EGITO,ADMINISTRAÇÃO,5
2174859,2019,PE,SAO JOSE DO EGITO,ADMINISTRAÇÃO,19
2174860,2019,PE,SAO LOURENCO DA MATA,ADMINISTRAÇÃO,9
2174861,2019,PE,SAO LOURENCO DA MATA,ADMINISTRAÇÃO,45
2174862,2019,PE,SAO VICENTE FERRER,ADMINISTRAÇÃO,2
2174863,2019,PE,SAO VICENTE FERRER,ADMINISTRAÇÃO,10
2174864,2019,PE,SERRA TALHADA,ADMINISTRAÇÃO,9
2174865,2019,PE,SERRA TALHADA,ADMINISTRAÇÃO,73
2174866,2019,PE,SERRA TALHADA,PARTICULAR,1
2174867,2019,PE,SERRITA,ADMINISTRAÇÃO,1
2174868,2019,PE,SERRITA,ADMINISTRAÇÃO,23
2174869,2019,PE,SERTANIA,ADMINISTRAÇÃO,4
2174870,2019,PE,SERTANIA,ADMINISTRAÇÃO,31
2174871,2019,PE,SIRINHAEM,ADMINISTRAÇÃO,5
2174872,2019,PE,SIRINHAEM,ADMINISTRAÇÃO,33
2174873,2019,PE,SOLIDAO,ADMINISTRAÇÃO,1
2174874,2019,PE,SOLIDAO,ADMINISTRAÇÃO,5
2174875,2019,PE,SURUBIM,ADMINISTRAÇÃO,5
2174876,2019,PE,SURUBIM,ADMINISTRAÇÃO,39
2174877,2019,PE,SURUBIM,PARTICULAR,1
2174878,2019,PE,TABIRA,ADMINISTRAÇÃO,3
2174879,2019,PE,TABIRA,ADMINISTRAÇÃO,19
2174880,2019,PE,TACAIMBO,ADMINISTRAÇÃO,2
2174881,2019,PE,TACAIMBO,ADMINISTRAÇÃO,18
2174882,2019,PE,TACARATU,ADMINISTRAÇÃO,12
2174883,2019,PE,TACARATU,ADMINISTRAÇÃO,20
2174884,2019,PE,TAMANDARE,ADMINISTRAÇÃO,1
2174885,2019,PE,TAMANDARE,ADMINISTRAÇÃO,26
2174886,2019,PE,TAMANDARE,PARTICULAR,2
2174887,2019,PE,TAQUARITINGA DO NORTE,ADMINISTRAÇÃO,2
2174888,2019,PE,TAQUARITINGA DO NORTE,ADMINISTRAÇÃO,9
2174889,2019,PE,TEREZINHA,ADMINISTRAÇÃO,1
2174890,2019,PE,TEREZINHA,ADMINISTRAÇÃO,16
2174891,2019,PE,TERRA NOVA,ADMINISTRAÇÃO,1
2174892,2019,PE,TERRA NOVA,ADMINISTRAÇÃO,8
2174893,2019,PE,TIMBAUBA,ADMINISTRAÇÃO,9
2174894,2019,PE,TIMBAUBA,ADMINISTRAÇÃO,27
2174895,2019,PE,TIMBAUBA,PARTICULAR,2
2174896,2019,PE,TORITAMA,ADMINISTRAÇÃO,2
2174897,2019,PE,TORITAMA,ADMINISTRAÇÃO,15
2174898,2019,PE,TRACUNHAEM,ADMINISTRAÇÃO,2
2174899,2019,PE,TRACUNHAEM,ADMINISTRAÇÃO,9
2174900,2019,PE,TRINDADE,ADMINISTRAÇÃO,3
2174901,2019,PE,TRINDADE,ADMINISTRAÇÃO,25
2174902,2019,PE,TRIUNFO,ADMINISTRAÇÃO,2
2174903,2019,PE,TRIUNFO,ADMINISTRAÇÃO,13
2174904,2019,PE,TRIUNFO,PARTICULAR,1
2174905,2019,PE,TUPANATINGA,ADMINISTRAÇÃO,2
2174906,2019,PE,TUPANATINGA,ADMINISTRAÇÃO,33
2174907,2019,PE,TUPARETAMA,ADMINISTRAÇÃO,2
2174908,2019,PE,TUPARETAMA,ADMINISTRAÇÃO,6
2174909,2019,PE,VENTUROSA,ADMINISTRAÇÃO,2
2174910,2019,PE,VENTUROSA,ADMINISTRAÇÃO,26
2174911,2019,PE,VERDEJANTE,ADMINISTRAÇÃO,1
2174912,2019,PE,VERDEJANTE,ADMINISTRAÇÃO,10
2174913,2019,PE,VERTENTE DO LERIO,ADMINISTRAÇÃO,1
2174914,2019,PE,VERTENTE DO LERIO,ADMINISTRAÇÃO,13
2174915,2019,PE,VERTENTES,ADMINISTRAÇÃO,1
2174916,2019,PE,VERTENTES,ADMINISTRAÇÃO,13
2174917,2019,PE,VICENCIA,ADMINISTRAÇÃO,2
2174918,2019,PE,VICENCIA,ADMINISTRAÇÃO,19
2174919,2019,PE,VITORIA DE SANTO ANTAO,ADMINISTRAÇÃO,9
2174920,2019,PE,VITORIA DE SANTO ANTAO,ADMINISTRAÇÃO,63
2174921,2019,PE,XEXEU,ADMINISTRAÇÃO,2
2174922,2019,PE,XEXEU,ADMINISTRAÇÃO,15
2174923,2019,PI,ACAUA,ADMINISTRAÇÃO,1
2174924,2019,PI,ACAUA,ADMINISTRAÇÃO,7
2174925,2019,PI,AGRICOLANDIA,ADMINISTRAÇÃO,1
2174926,2019,PI,AGRICOLANDIA,ADMINISTRAÇÃO,4
2174927,2019,PI,AGUA BRANCA,ADMINISTRAÇÃO,4
2174928,2019,PI,AGUA BRANCA,ADMINISTRAÇÃO,14
2174929,2019,PI,ALAGOINHA DO PIAUI,ADMINISTRAÇÃO,1
2174930,2019,PI,ALAGOINHA DO PIAUI,ADMINISTRAÇÃO,5
2174931,2019,PI,ALEGRETE DO PIAUI,ADMINISTRAÇÃO,1
2174932,2019,PI,ALEGRETE DO PIAUI,ADMINISTRAÇÃO,9
2174933,2019,PI,ALTO LONGA,ADMINISTRAÇÃO,2
2174934,2019,PI,ALTO LONGA,ADMINISTRAÇÃO,29
2174935,2019,PI,ALTOS,ADMINISTRAÇÃO,8
2174936,2019,PI,ALTOS,ADMINISTRAÇÃO,54
2174937,2019,PI,ALVORADA DO GURGUEIA,ADMINISTRAÇÃO,1
2174938,2019,PI,ALVORADA DO GURGUEIA,ADMINISTRAÇÃO,7
2174939,2019,PI,AMARANTE,ADMINISTRAÇÃO,5
2174940,2019,PI,AMARANTE,ADMINISTRAÇÃO,19
2174941,2019,PI,ANGICAL DO PIAUI,ADMINISTRAÇÃO,2
2174942,2019,PI,ANGICAL DO PIAUI,ADMINISTRAÇÃO,8
2174943,2019,PI,ANISIO DE ABREU,ADMINISTRAÇÃO,1
2174944,2019,PI,ANISIO DE ABREU,ADMINISTRAÇÃO,12
2174945,2019,PI,ANTONIO ALMEIDA,ADMINISTRAÇÃO,1
2174946,2019,PI,ANTONIO ALMEIDA,ADMINISTRAÇÃO,4
2174947,2019,PI,AROAZES,ADMINISTRAÇÃO,3
2174948,2019,PI,AROAZES,ADMINISTRAÇÃO,12
2174949,2019,PI,AROEIRAS DO ITAIM,ADMINISTRAÇÃO,1
2174950,2019,PI,AROEIRAS DO ITAIM,ADMINISTRAÇÃO,7
2174951,2019,PI,ARRAIAL,ADMINISTRAÇÃO,2
2174952,2019,PI,ARRAIAL,ADMINISTRAÇÃO,9
2174953,2019,PI,ASSUNCAO DO PIAUI,ADMINISTRAÇÃO,2
2174954,2019,PI,ASSUNCAO DO PIAUI,ADMINISTRAÇÃO,14
2174955,2019,PI,AVELINO LOPES,ADMINISTRAÇÃO,2
2174956,2019,PI,AVELINO LOPES,ADMINISTRAÇÃO,7
2174957,2019,PI,BAIXA GRANDE DO RIBEIRO,ADMINISTRAÇÃO,2
2174958,2019,PI,BAIXA GRANDE DO RIBEIRO,ADMINISTRAÇÃO,13
2174959,2019,PI,BARRA DALCANTARA,ADMINISTRAÇÃO,1
2174960,2019,PI,BARRA DALCANTARA,ADMINISTRAÇÃO,11
2174961,2019,PI,BARRAS,ADMINISTRAÇÃO,9
2174962,2019,PI,BARRAS,ADMINISTRAÇÃO,51
2174963,2019,PI,BARREIRAS DO PIAUI,ADMINISTRAÇÃO,2
2174964,2019,PI,BARREIRAS DO PIAUI,ADMINISTRAÇÃO,10
2174965,2019,PI,BARRO DURO,ADMINISTRAÇÃO,2
2174966,2019,PI,BARRO DURO,ADMINISTRAÇÃO,5
2174967,2019,PI,BATALHA,ADMINISTRAÇÃO,4
2174968,2019,PI,BATALHA,ADMINISTRAÇÃO,48
2174969,2019,PI,BELA VISTA DO PIAUI,ADMINISTRAÇÃO,1
2174970,2019,PI,BELA VISTA DO PIAUI,ADMINISTRAÇÃO,8
2174971,2019,PI,BELEM DO PIAUI,ADMINISTRAÇÃO,1
2174972,2019,PI,BELEM DO PIAUI,ADMINISTRAÇÃO,10
2174973,2019,PI,BENEDITINOS,ADMINISTRAÇÃO,3
2174974,2019,PI,BENEDITINOS,ADMINISTRAÇÃO,22
2174975,2019,PI,BERTOLINIA,ADMINISTRAÇÃO,2
2174976,2019,PI,BERTOLINIA,ADMINISTRAÇÃO,8
2174977,2019,PI,BERTOLINIA,PARTICULAR,1
2174978,2019,PI,BETANIA DO PIAUI,ADMINISTRAÇÃO,1
2174979,2019,PI,BETANIA DO PIAUI,ADMINISTRAÇÃO,9
2174980,2019,PI,BOA HORA,ADMINISTRAÇÃO,1
2174981,2019,PI,BOA HORA,ADMINISTRAÇÃO,19
2174982,2019,PI,BOCAINA,ADMINISTRAÇÃO,2
2174983,2019,PI,BOCAINA,ADMINISTRAÇÃO,12
2174984,2019,PI,BOM JESUS,ADMINISTRAÇÃO,4
2174985,2019,PI,BOM JESUS,ADMINISTRAÇÃO,16
2174986,2019,PI,BOM PRINCIPIO DO PIAUI,ADMINISTRAÇÃO,1
2174987,2019,PI,BOM PRINCIPIO DO PIAUI,ADMINISTRAÇÃO,20
2174988,2019,PI,BONFIM DO PIAUI,ADMINISTRAÇÃO,1
2174989,2019,PI,BONFIM DO PIAUI,ADMINISTRAÇÃO,7
2174990,2019,PI,BOQUEIRAO DO PIAUI,ADMINISTRAÇÃO,1
2174991,2019,PI,BOQUEIRAO DO PIAUI,ADMINISTRAÇÃO,13
2174992,2019,PI,BRASILEIRA,ADMINISTRAÇÃO,2
2174993,2019,PI,BRASILEIRA,ADMINISTRAÇÃO,7
2174994,2019,PI,BREJO DO PIAUI,ADMINISTRAÇÃO,1
2174995,2019,PI,BREJO DO PIAUI,ADMINISTRAÇÃO,6
2174996,2019,PI,BURITI DOS LOPES,ADMINISTRAÇÃO,5
2174997,2019,PI,BURITI DOS LOPES,ADMINISTRAÇÃO,25
2174998,2019,PI,BURITI DOS MONTES,ADMINISTRAÇÃO,1
2174999,2019,PI,BURITI DOS MONTES,ADMINISTRAÇÃO,9
2175000,2019,PI,CABECEIRAS DO PIAUI,ADMINISTRAÇÃO,1
2175001,2019,PI,CABECEIRAS DO PIAUI,ADMINISTRAÇÃO,18
2175002,2019,PI,CAJAZEIRAS DO PIAUI,ADMINISTRAÇÃO,2
2175003,2019,PI,CAJAZEIRAS DO PIAUI,ADMINISTRAÇÃO,12
2175004,2019,PI,CAJUEIRO DA PRAIA,ADMINISTRAÇÃO,1
2175005,2019,PI,CAJUEIRO DA PRAIA,ADMINISTRAÇÃO,10
2175006,2019,PI,CALDEIRAO GRANDE DO PIAUI,ADMINISTRAÇÃO,1
2175007,2019,PI,CALDEIRAO GRANDE DO PIAUI,ADMINISTRAÇÃO,8
2175008,2019,PI,CAMPINAS DO PIAUI,ADMINISTRAÇÃO,1
2175009,2019,PI,CAMPINAS DO PIAUI,ADMINISTRAÇÃO,15
2175010,2019,PI,CAMPO ALEGRE DO FIDALGO,ADMINISTRAÇÃO,1
2175011,2019,PI,CAMPO ALEGRE DO FIDALGO,ADMINISTRAÇÃO,13
2175012,2019,PI,CAMPO GRANDE DO PIAUI,ADMINISTRAÇÃO,2
2175013,2019,PI,CAMPO GRANDE DO PIAUI,ADMINISTRAÇÃO,7
2175014,2019,PI,CAMPO LARGO DO PIAUI,ADMINISTRAÇÃO,1
2175015,2019,PI,CAMPO LARGO DO PIAUI,ADMINISTRAÇÃO,19
2175016,2019,PI,CAMPO MAIOR,ADMINISTRAÇÃO,11
2175017,2019,PI,CAMPO MAIOR,ADMINISTRAÇÃO,26
2175018,2019,PI,CAMPO MAIOR,PARTICULAR,1
2175019,2019,PI,CANAVIEIRA,ADMINISTRAÇÃO,1
2175020,2019,PI,CANAVIEIRA,ADMINISTRAÇÃO,9
2175021,2019,PI,CANTO DO BURITI,ADMINISTRAÇÃO,7
2175022,2019,PI,CANTO DO BURITI,ADMINISTRAÇÃO,16
2175023,2019,PI,CAPITAO DE CAMPOS,ADMINISTRAÇÃO,2
2175024,2019,PI,CAPITAO DE CAMPOS,ADMINISTRAÇÃO,25
2175025,2019,PI,CAPITAO GERVASIO OLIVEIRA,ADMINISTRAÇÃO,1
2175026,2019,PI,CAPITAO GERVASIO OLIVEIRA,ADMINISTRAÇÃO,9
2175027,2019,PI,CARACOL,ADMINISTRAÇÃO,1
2175028,2019,PI,CARACOL,ADMINISTRAÇÃO,17
2175029,2019,PI,CARAUBAS DO PIAUI,ADMINISTRAÇÃO,1
2175030,2019,PI,CARAUBAS DO PIAUI,ADMINISTRAÇÃO,15
2175031,2019,PI,CARIDADE DO PIAUI,ADMINISTRAÇÃO,1
2175032,2019,PI,CARIDADE DO PIAUI,ADMINISTRAÇÃO,12
2175033,2019,PI,CASTELO DO PIAUI,ADMINISTRAÇÃO,3
2175034,2019,PI,CASTELO DO PIAUI,ADMINISTRAÇÃO,26
2175035,2019,PI,CAXINGO,ADMINISTRAÇÃO,1
2175036,2019,PI,CAXINGO,ADMINISTRAÇÃO,17
2175037,2019,PI,COCAL,ADMINISTRAÇÃO,4
2175038,2019,PI,COCAL,ADMINISTRAÇÃO,45
2175039,2019,PI,COCAL,PARTICULAR,1
2175040,2019,PI,COCAL DE TELHA,ADMINISTRAÇÃO,1
2175041,2019,PI,COCAL DE TELHA,ADMINISTRAÇÃO,7
2175042,2019,PI,COCAL DOS ALVES,ADMINISTRAÇÃO,2
2175043,2019,PI,COCAL DOS ALVES,ADMINISTRAÇÃO,12
2175044,2019,PI,COIVARAS,ADMINISTRAÇÃO,1
2175045,2019,PI,COIVARAS,ADMINISTRAÇÃO,5
2175046,2019,PI,COLONIA DO GURGUEIA,ADMINISTRAÇÃO,2
2175047,2019,PI,COLONIA DO GURGUEIA,ADMINISTRAÇÃO,8
2175048,2019,PI,COLONIA DO PIAUI,ADMINISTRAÇÃO,1
2175049,2019,PI,COLONIA DO PIAUI,ADMINISTRAÇÃO,8
2175050,2019,PI,COLONIA DO PIAUI,PARTICULAR,1
2175051,2019,PI,CONCEICAO DO CANINDE,ADMINISTRAÇÃO,1
2175052,2019,PI,CONCEICAO DO CANINDE,ADMINISTRAÇÃO,8
2175053,2019,PI,CORONEL JOSE DIAS,ADMINISTRAÇÃO,1
2175054,2019,PI,CORONEL JOSE DIAS,ADMINISTRAÇÃO,6
2175055,2019,PI,CORRENTE,ADMINISTRAÇÃO,5
2175056,2019,PI,CORRENTE,ADMINISTRAÇÃO,28
2175057,2019,PI,CORRENTE,PARTICULAR,1
2175058,2019,PI,CRISTALANDIA DO PIAUI,ADMINISTRAÇÃO,2
2175059,2019,PI,CRISTALANDIA DO PIAUI,ADMINISTRAÇÃO,11
2175060,2019,PI,CRISTINO CASTRO,ADMINISTRAÇÃO,4
2175061,2019,PI,CRISTINO CASTRO,ADMINISTRAÇÃO,9
2175062,2019,PI,CURIMATA,ADMINISTRAÇÃO,2
2175063,2019,PI,CURIMATA,ADMINISTRAÇÃO,23
2175064,2019,PI,CURIMATA,PARTICULAR,2
2175065,2019,PI,CURRAIS,ADMINISTRAÇÃO,1
2175066,2019,PI,CURRAIS,ADMINISTRAÇÃO,12
2175067,2019,PI,CURRAL NOVO DO PIAUI,ADMINISTRAÇÃO,1
2175068,2019,PI,CURRAL NOVO DO PIAUI,ADMINISTRAÇÃO,13
2175069,2019,PI,CURRALINHOS,ADMINISTRAÇÃO,1
2175070,2019,PI,CURRALINHOS,ADMINISTRAÇÃO,9
2175071,2019,PI,DEMERVAL LOBAO,ADMINISTRAÇÃO,4
2175072,2019,PI,DEMERVAL LOBAO,ADMINISTRAÇÃO,9
2175073,2019,PI,DIRCEU ARCOVERDE,ADMINISTRAÇÃO,1
2175074,2019,PI,DIRCEU ARCOVERDE,ADMINISTRAÇÃO,7
2175075,2019,PI,DOM EXPEDITO LOPES,ADMINISTRAÇÃO,1
2175076,2019,PI,DOM EXPEDITO LOPES,ADMINISTRAÇÃO,9
2175077,2019,PI,DOM INOCENCIO,ADMINISTRAÇÃO,2
2175078,2019,PI,DOM INOCENCIO,ADMINISTRAÇÃO,16
2175079,2019,PI,DOMINGOS MOURAO,ADMINISTRAÇÃO,1
2175080,2019,PI,DOMINGOS MOURAO,ADMINISTRAÇÃO,8
2175081,2019,PI,ELESBAO VELOSO,ADMINISTRAÇÃO,2
2175082,2019,PI,ELESBAO VELOSO,ADMINISTRAÇÃO,16
2175083,2019,PI,ELESBAO VELOSO,PARTICULAR,1
2175084,2019,PI,ELISEU MARTINS,ADMINISTRAÇÃO,2
2175085,2019,PI,ELISEU MARTINS,ADMINISTRAÇÃO,4
2175086,2019,PI,ESPERANTINA,ADMINISTRAÇÃO,6
2175087,2019,PI,ESPERANTINA,ADMINISTRAÇÃO,44
2175088,2019,PI,FARTURA DO PIAUI,ADMINISTRAÇÃO,1
2175089,2019,PI,FARTURA DO PIAUI,ADMINISTRAÇÃO,12
2175090,2019,PI,FLORES DO PIAUI,ADMINISTRAÇÃO,1
2175091,2019,PI,FLORESTA DO PIAUI,ADMINISTRAÇÃO,1
2175092,2019,PI,FLORESTA DO PIAUI,ADMINISTRAÇÃO,4
2175093,2019,PI,FLORIANO,ADMINISTRAÇÃO,10
2175094,2019,PI,FLORIANO,ADMINISTRAÇÃO,57
2175095,2019,PI,FLORIANO,PARTICULAR,1
2175096,2019,PI,FRANCINOPOLIS,ADMINISTRAÇÃO,1
2175097,2019,PI,FRANCINOPOLIS,ADMINISTRAÇÃO,7
2175098,2019,PI,FRANCISCO AYRES,ADMINISTRAÇÃO,2
2175099,2019,PI,FRANCISCO AYRES,ADMINISTRAÇÃO,8
2175100,2019,PI,FRANCISCO MACEDO,ADMINISTRAÇÃO,1
2175101,2019,PI,FRANCISCO MACEDO,ADMINISTRAÇÃO,4
2175102,2019,PI,FRANCISCO SANTOS,ADMINISTRAÇÃO,2
2175103,2019,PI,FRANCISCO SANTOS,ADMINISTRAÇÃO,11
2175104,2019,PI,FRONTEIRAS,ADMINISTRAÇÃO,3
2175105,2019,PI,FRONTEIRAS,ADMINISTRAÇÃO,8
2175106,2019,PI,GEMINIANO,ADMINISTRAÇÃO,1
2175107,2019,PI,GEMINIANO,ADMINISTRAÇÃO,12
2175108,2019,PI,GILBUES,ADMINISTRAÇÃO,2
2175109,2019,PI,GILBUES,ADMINISTRAÇÃO,29
2175110,2019,PI,GUADALUPE,ADMINISTRAÇÃO,3
2175111,2019,PI,GUADALUPE,ADMINISTRAÇÃO,8
2175112,2019,PI,GUARIBAS,ADMINISTRAÇÃO,1
2175113,2019,PI,GUARIBAS,ADMINISTRAÇÃO,14
2175114,2019,PI,HUGO NAPOLEAO,ADMINISTRAÇÃO,2
2175115,2019,PI,HUGO NAPOLEAO,ADMINISTRAÇÃO,5
2175116,2019,PI,ILHA GRANDE,ADMINISTRAÇÃO,2
2175117,2019,PI,ILHA GRANDE,ADMINISTRAÇÃO,9
2175118,2019,PI,ILHA GRANDE,PARTICULAR,1
2175119,2019,PI,INHUMA,ADMINISTRAÇÃO,3
2175120,2019,PI,INHUMA,ADMINISTRAÇÃO,12
2175121,2019,PI,INHUMA,PARTICULAR,1
2175122,2019,PI,IPIRANGA DO PIAUI,ADMINISTRAÇÃO,2
2175123,2019,PI,IPIRANGA DO PIAUI,ADMINISTRAÇÃO,9
2175124,2019,PI,ISAIAS COELHO,ADMINISTRAÇÃO,1
2175125,2019,PI,ISAIAS COELHO,ADMINISTRAÇÃO,16
2175126,2019,PI,ITAINOPOLIS,ADMINISTRAÇÃO,3
2175127,2019,PI,ITAINOPOLIS,ADMINISTRAÇÃO,17
2175128,2019,PI,ITAUEIRA,ADMINISTRAÇÃO,1
2175129,2019,PI,ITAUEIRA,ADMINISTRAÇÃO,30
2175130,2019,PI,ITAUEIRA,PARTICULAR,1
2175131,2019,PI,JACOBINA DO PIAUI,ADMINISTRAÇÃO,1
2175132,2019,PI,JACOBINA DO PIAUI,ADMINISTRAÇÃO,19
2175133,2019,PI,JAICOS,ADMINISTRAÇÃO,4
2175134,2019,PI,JAICOS,ADMINISTRAÇÃO,19
