CodEscolasAtendidas,Ano,UF,Municipio,EsferaGoverno,QtdEscolasAtendidas
2174357,2019,PB,PILOES,ADMINISTRAÇÃO,2
2174358,2019,PB,PILOES,ADMINISTRAÇÃO,12
2174359,2019,PB,PILOEZINHOS,ADMINISTRAÇÃO,1
2174360,2019,PB,PILOEZINHOS,ADMINISTRAÇÃO,11
2174361,2019,PB,PIRPIRITUBA,ADMINISTRAÇÃO,2
2174362,2019,PB,PIRPIRITUBA,ADMINISTRAÇÃO,11
2174363,2019,PB,PITIMBU,ADMINISTRAÇÃO,2
2174364,2019,PB,PITIMBU,ADMINISTRAÇÃO,22
2174365,2019,PB,POCINHOS,ADMINISTRAÇÃO,1
2174366,2019,PB,POCINHOS,ADMINISTRAÇÃO,19
2174367,2019,PB,POCO DANTAS,ADMINISTRAÇÃO,1
2174368,2019,PB,POCO DANTAS,ADMINISTRAÇÃO,12
2174369,2019,PB,POCO DE JOSE DE MOURA,ADMINISTRAÇÃO,1
2174370,2019,PB,POCO DE JOSE DE MOURA,ADMINISTRAÇÃO,20
2174371,2019,PB,POMBAL,ADMINISTRAÇÃO,8
2174372,2019,PB,POMBAL,ADMINISTRAÇÃO,33
2174373,2019,PB,PRATA,ADMINISTRAÇÃO,2
2174374,2019,PB,PRATA,ADMINISTRAÇÃO,3
2174375,2019,PB,PRINCESA ISABEL,ADMINISTRAÇÃO,5
2174376,2019,PB,PRINCESA ISABEL,ADMINISTRAÇÃO,14
2174377,2019,PB,PUXINANA,ADMINISTRAÇÃO,3
2174378,2019,PB,PUXINANA,ADMINISTRAÇÃO,16
2174379,2019,PB,QUEIMADAS,ADMINISTRAÇÃO,3
2174380,2019,PB,QUEIMADAS,ADMINISTRAÇÃO,50
2174381,2019,PB,QUIXABA,ADMINISTRAÇÃO,1
2174382,2019,PB,QUIXABA,ADMINISTRAÇÃO,5
2174383,2019,PB,REMIGIO,ADMINISTRAÇÃO,2
2174384,2019,PB,REMIGIO,ADMINISTRAÇÃO,23
2174385,2019,PB,RIACHAO,ADMINISTRAÇÃO,1
2174386,2019,PB,RIACHAO,ADMINISTRAÇÃO,8
2174387,2019,PB,RIACHAO DO BACAMARTE,ADMINISTRAÇÃO,1
2174388,2019,PB,RIACHAO DO BACAMARTE,ADMINISTRAÇÃO,9
2174389,2019,PB,RIACHAO DO POCO,ADMINISTRAÇÃO,1
2174390,2019,PB,RIACHAO DO POCO,ADMINISTRAÇÃO,8
2174391,2019,PB,RIACHO DE SANTO ANTONIO,ADMINISTRAÇÃO,1
2174392,2019,PB,RIACHO DE SANTO ANTONIO,ADMINISTRAÇÃO,4
2174393,2019,PB,RIACHO DOS CAVALOS,ADMINISTRAÇÃO,1
2174394,2019,PB,RIACHO DOS CAVALOS,ADMINISTRAÇÃO,21
2174395,2019,PB,RIO TINTO,ADMINISTRAÇÃO,5
2174396,2019,PB,RIO TINTO,ADMINISTRAÇÃO,25
2174397,2019,PB,SALGADINHO,ADMINISTRAÇÃO,1
2174398,2019,PB,SALGADINHO,ADMINISTRAÇÃO,7
2174399,2019,PB,SALGADO DE SAO FELIX,ADMINISTRAÇÃO,4
2174400,2019,PB,SALGADO DE SAO FELIX,ADMINISTRAÇÃO,19
2174401,2019,PB,SANTA CECILIA,ADMINISTRAÇÃO,1
2174402,2019,PB,SANTA CECILIA,ADMINISTRAÇÃO,16
2174403,2019,PB,SANTA CRUZ,ADMINISTRAÇÃO,2
2174404,2019,PB,SANTA CRUZ,ADMINISTRAÇÃO,5
2174405,2019,PB,SANTA HELENA,ADMINISTRAÇÃO,2
2174406,2019,PB,SANTA HELENA,ADMINISTRAÇÃO,8
2174407,2019,PB,SANTA INES,ADMINISTRAÇÃO,1
2174408,2019,PB,SANTA INES,ADMINISTRAÇÃO,13
2174409,2019,PB,SANTA LUZIA,ADMINISTRAÇÃO,4
2174410,2019,PB,SANTA LUZIA,ADMINISTRAÇÃO,9
2174411,2019,PB,SANTA RITA,ADMINISTRAÇÃO,18
2174412,2019,PB,SANTA RITA,ADMINISTRAÇÃO,61
2174413,2019,PB,SANTA RITA,PARTICULAR,1
2174414,2019,PB,SANTA TERESINHA,ADMINISTRAÇÃO,1
2174415,2019,PB,SANTA TERESINHA,ADMINISTRAÇÃO,9
2174416,2019,PB,SANTANA DE MANGUEIRA,ADMINISTRAÇÃO,1
2174417,2019,PB,SANTANA DE MANGUEIRA,ADMINISTRAÇÃO,14
2174418,2019,PB,SANTANA DOS GARROTES,ADMINISTRAÇÃO,2
2174419,2019,PB,SANTANA DOS GARROTES,ADMINISTRAÇÃO,7
2174420,2019,PB,SANTO ANDRE,ADMINISTRAÇÃO,1
2174421,2019,PB,SANTO ANDRE,ADMINISTRAÇÃO,2
2174422,2019,PB,SAO BENTINHO,ADMINISTRAÇÃO,1
2174423,2019,PB,SAO BENTINHO,ADMINISTRAÇÃO,6
2174424,2019,PB,SAO BENTO,ADMINISTRAÇÃO,4
2174425,2019,PB,SAO BENTO,ADMINISTRAÇÃO,22
2174426,2019,PB,SAO DOMINGOS,ADMINISTRAÇÃO,1
2174427,2019,PB,SAO DOMINGOS,ADMINISTRAÇÃO,6
2174428,2019,PB,SAO DOMINGOS DO CARIRI,ADMINISTRAÇÃO,1
2174429,2019,PB,SAO DOMINGOS DO CARIRI,ADMINISTRAÇÃO,3
2174430,2019,PB,SAO FRANCISCO,ADMINISTRAÇÃO,1
2174431,2019,PB,SAO FRANCISCO,ADMINISTRAÇÃO,5
2174432,2019,PB,SAO JOAO DO CARIRI,ADMINISTRAÇÃO,2
2174433,2019,PB,SAO JOAO DO CARIRI,ADMINISTRAÇÃO,9
2174434,2019,PB,SAO JOAO DO RIO DO PEIXE,ADMINISTRAÇÃO,7
2174435,2019,PB,SAO JOAO DO RIO DO PEIXE,ADMINISTRAÇÃO,21
2174436,2019,PB,SAO JOAO DO RIO DO PEIXE,PARTICULAR,1
2174437,2019,PB,SAO JOAO DO TIGRE,ADMINISTRAÇÃO,1
2174438,2019,PB,SAO JOAO DO TIGRE,ADMINISTRAÇÃO,8
2174439,2019,PB,SAO JOSE DA LAGOA TAPADA,ADMINISTRAÇÃO,2
2174440,2019,PB,SAO JOSE DA LAGOA TAPADA,ADMINISTRAÇÃO,9
2174441,2019,PB,SAO JOSE DE CAIANA,ADMINISTRAÇÃO,1
2174442,2019,PB,SAO JOSE DE CAIANA,ADMINISTRAÇÃO,9
2174443,2019,PB,SAO JOSE DE ESPINHARAS,ADMINISTRAÇÃO,1
2174444,2019,PB,SAO JOSE DE ESPINHARAS,ADMINISTRAÇÃO,5
2174445,2019,PB,SAO JOSE DE PIRANHAS,ADMINISTRAÇÃO,6
2174446,2019,PB,SAO JOSE DE PIRANHAS,ADMINISTRAÇÃO,23
2174447,2019,PB,SAO JOSE DE PRINCESA,ADMINISTRAÇÃO,1
2174448,2019,PB,SAO JOSE DE PRINCESA,ADMINISTRAÇÃO,5
2174449,2019,PB,SAO JOSE DO BONFIM,ADMINISTRAÇÃO,1
2174450,2019,PB,SAO JOSE DO BONFIM,ADMINISTRAÇÃO,8
2174451,2019,PB,SAO JOSE DO BREJO DO CRUZ,ADMINISTRAÇÃO,1
2174452,2019,PB,SAO JOSE DO BREJO DO CRUZ,ADMINISTRAÇÃO,4
2174453,2019,PB,SAO JOSE DO SABUGI,ADMINISTRAÇÃO,1
2174454,2019,PB,SAO JOSE DO SABUGI,ADMINISTRAÇÃO,7
2174455,2019,PB,SAO JOSE DOS CORDEIROS,ADMINISTRAÇÃO,1
2174456,2019,PB,SAO JOSE DOS CORDEIROS,ADMINISTRAÇÃO,13
2174457,2019,PB,SAO JOSE DOS RAMOS,ADMINISTRAÇÃO,1
2174458,2019,PB,SAO JOSE DOS RAMOS,ADMINISTRAÇÃO,7
2174459,2019,PB,SAO MAMEDE,ADMINISTRAÇÃO,2
2174460,2019,PB,SAO MAMEDE,ADMINISTRAÇÃO,8
2174461,2019,PB,SAO MAMEDE,PARTICULAR,1
2174462,2019,PB,SAO MIGUEL DE TAIPU,ADMINISTRAÇÃO,2
2174463,2019,PB,SAO MIGUEL DE TAIPU,ADMINISTRAÇÃO,13
2174464,2019,PB,SAO SEBASTIAO DE LAGOA DE ROCA,ADMINISTRAÇÃO,2
2174465,2019,PB,SAO SEBASTIAO DE LAGOA DE ROCA,ADMINISTRAÇÃO,17
2174466,2019,PB,SAO SEBASTIAO DO UMBUZEIRO,ADMINISTRAÇÃO,1
2174467,2019,PB,SAO SEBASTIAO DO UMBUZEIRO,ADMINISTRAÇÃO,3
2174468,2019,PB,SAO VICENTE DO SERIDO,ADMINISTRAÇÃO,2
2174469,2019,PB,SAO VICENTE DO SERIDO,ADMINISTRAÇÃO,14
2174470,2019,PB,SAPE,ADMINISTRAÇÃO,6
2174471,2019,PB,SAPE,ADMINISTRAÇÃO,37
2174472,2019,PB,SAPE,PARTICULAR,1
2174473,2019,PB,SERRA BRANCA,ADMINISTRAÇÃO,4
2174474,2019,PB,SERRA BRANCA,ADMINISTRAÇÃO,11
2174475,2019,PB,SERRA DA RAIZ,ADMINISTRAÇÃO,2
2174476,2019,PB,SERRA DA RAIZ,ADMINISTRAÇÃO,7
2174477,2019,PB,SERRA GRANDE,ADMINISTRAÇÃO,1
2174478,2019,PB,SERRA GRANDE,ADMINISTRAÇÃO,7
2174479,2019,PB,SERRA REDONDA,ADMINISTRAÇÃO,1
2174480,2019,PB,SERRA REDONDA,ADMINISTRAÇÃO,15
2174481,2019,PB,SERRARIA,ADMINISTRAÇÃO,2
2174482,2019,PB,SERRARIA,ADMINISTRAÇÃO,9
2174483,2019,PB,SERTAOZINHO,ADMINISTRAÇÃO,2
2174484,2019,PB,SERTAOZINHO,ADMINISTRAÇÃO,11
2174485,2019,PB,SOBRADO,ADMINISTRAÇÃO,1
2174486,2019,PB,SOBRADO,ADMINISTRAÇÃO,16
2174487,2019,PB,SOLANEA,ADMINISTRAÇÃO,4
2174488,2019,PB,SOLANEA,ADMINISTRAÇÃO,20
2174489,2019,PB,SOLEDADE,ADMINISTRAÇÃO,2
2174490,2019,PB,SOLEDADE,ADMINISTRAÇÃO,13
2174491,2019,PB,SOSSEGO,ADMINISTRAÇÃO,1
2174492,2019,PB,SOSSEGO,ADMINISTRAÇÃO,5
2174493,2019,PB,SOUSA,ADMINISTRAÇÃO,16
2174494,2019,PB,SOUSA,ADMINISTRAÇÃO,30
2174495,2019,PB,SOUSA,PARTICULAR,2
2174496,2019,PB,SUME,ADMINISTRAÇÃO,1
2174497,2019,PB,SUME,ADMINISTRAÇÃO,11
2174498,2019,PB,TACIMA,ADMINISTRAÇÃO,2
2174499,2019,PB,TACIMA,ADMINISTRAÇÃO,14
2174500,2019,PB,TAPEROA,ADMINISTRAÇÃO,2
2174501,2019,PB,TAPEROA,ADMINISTRAÇÃO,15
2174502,2019,PB,TAVARES,ADMINISTRAÇÃO,2
2174503,2019,PB,TAVARES,ADMINISTRAÇÃO,12
2174504,2019,PB,TEIXEIRA,ADMINISTRAÇÃO,2
2174505,2019,PB,TEIXEIRA,ADMINISTRAÇÃO,20
2174506,2019,PB,TENORIO,ADMINISTRAÇÃO,1
2174507,2019,PB,TENORIO,ADMINISTRAÇÃO,2
2174508,2019,PB,TRIUNFO,ADMINISTRAÇÃO,2
2174509,2019,PB,TRIUNFO,ADMINISTRAÇÃO,15
2174510,2019,PB,UIRAUNA,ADMINISTRAÇÃO,4
2174511,2019,PB,UIRAUNA,ADMINISTRAÇÃO,19
2174512,2019,PB,UIRAUNA,PARTICULAR,1
2174513,2019,PB,UMBUZEIRO,ADMINISTRAÇÃO,1
2174514,2019,PB,UMBUZEIRO,ADMINISTRAÇÃO,20
2174515,2019,PB,VARZEA,ADMINISTRAÇÃO,1
2174516,2019,PB,VARZEA,ADMINISTRAÇÃO,6
2174517,2019,PB,VIEIROPOLIS,ADMINISTRAÇÃO,2
2174518,2019,PB,VIEIROPOLIS,ADMINISTRAÇÃO,9
2174519,2019,PB,VISTA SERRANA,ADMINISTRAÇÃO,1
2174520,2019,PB,VISTA SERRANA,ADMINISTRAÇÃO,6
2174521,2019,PB,ZABELE,ADMINISTRAÇÃO,1
2174522,2019,PB,ZABELE,ADMINISTRAÇÃO,2
2174523,2019,PE,ABREU E LIMA,ADMINISTRAÇÃO,12
2174524,2019,PE,ABREU E LIMA,ADMINISTRAÇÃO,32
2174525,2019,PE,AFOGADOS DA INGAZEIRA,ADMINISTRAÇÃO,3
2174526,2019,PE,AFOGADOS DA INGAZEIRA,ADMINISTRAÇÃO,32
2174527,2019,PE,AFRANIO,ADMINISTRAÇÃO,3
2174528,2019,PE,AFRANIO,ADMINISTRAÇÃO,12
2174529,2019,PE,AGRESTINA,ADMINISTRAÇÃO,1
2174530,2019,PE,AGRESTINA,ADMINISTRAÇÃO,18
2174531,2019,PE,AGRESTINA,PARTICULAR,2
2174532,2019,PE,AGUA PRETA,ADMINISTRAÇÃO,2
2174533,2019,PE,AGUA PRETA,ADMINISTRAÇÃO,37
2174534,2019,PE,AGUAS BELAS,ADMINISTRAÇÃO,4
2174535,2019,PE,AGUAS BELAS,ADMINISTRAÇÃO,29
2174536,2019,PE,ALAGOINHA,ADMINISTRAÇÃO,1
2174537,2019,PE,ALAGOINHA,ADMINISTRAÇÃO,14
2174538,2019,PE,ALIANCA,ADMINISTRAÇÃO,3
2174539,2019,PE,ALIANCA,ADMINISTRAÇÃO,18
2174540,2019,PE,ALIANCA,PARTICULAR,1
2174541,2019,PE,ALTINHO,ADMINISTRAÇÃO,2
2174542,2019,PE,ALTINHO,ADMINISTRAÇÃO,24
2174543,2019,PE,AMARAJI,ADMINISTRAÇÃO,2
2174544,2019,PE,AMARAJI,ADMINISTRAÇÃO,26
2174545,2019,PE,ANGELIM,ADMINISTRAÇÃO,1
2174546,2019,PE,ANGELIM,ADMINISTRAÇÃO,12
2174547,2019,PE,ARACOIABA,ADMINISTRAÇÃO,1
2174548,2019,PE,ARACOIABA,ADMINISTRAÇÃO,10
2174549,2019,PE,ARARIPINA,ADMINISTRAÇÃO,11
2174550,2019,PE,ARARIPINA,ADMINISTRAÇÃO,83
2174551,2019,PE,ARCOVERDE,ADMINISTRAÇÃO,15
2174552,2019,PE,ARCOVERDE,ADMINISTRAÇÃO,28
2174553,2019,PE,ARCOVERDE,PARTICULAR,1
2174554,2019,PE,BARRA DE GUABIRABA,ADMINISTRAÇÃO,1
2174555,2019,PE,BARRA DE GUABIRABA,ADMINISTRAÇÃO,11
2174556,2019,PE,BARREIROS,ADMINISTRAÇÃO,5
2174557,2019,PE,BARREIROS,ADMINISTRAÇÃO,32
2174558,2019,PE,BELEM DE MARIA,ADMINISTRAÇÃO,1
2174559,2019,PE,BELEM DE MARIA,ADMINISTRAÇÃO,15
2174560,2019,PE,BELEM DO SAO FRANCISCO,ADMINISTRAÇÃO,6
2174561,2019,PE,BELEM DO SAO FRANCISCO,ADMINISTRAÇÃO,19
2174562,2019,PE,BELEM DO SAO FRANCISCO,PARTICULAR,1
2174563,2019,PE,BELO JARDIM,ADMINISTRAÇÃO,10
2174564,2019,PE,BELO JARDIM,ADMINISTRAÇÃO,62
2174565,2019,PE,BETANIA,ADMINISTRAÇÃO,1
2174566,2019,PE,BETANIA,ADMINISTRAÇÃO,21
2174567,2019,PE,BEZERROS,ADMINISTRAÇÃO,6
2174568,2019,PE,BEZERROS,ADMINISTRAÇÃO,40
2174569,2019,PE,BODOCO,ADMINISTRAÇÃO,3
2174570,2019,PE,BODOCO,ADMINISTRAÇÃO,58
2174571,2019,PE,BOM CONSELHO,ADMINISTRAÇÃO,3
2174572,2019,PE,BOM CONSELHO,ADMINISTRAÇÃO,41
2174573,2019,PE,BOM JARDIM,ADMINISTRAÇÃO,3
2174574,2019,PE,BOM JARDIM,ADMINISTRAÇÃO,45
2174575,2019,PE,BOM JARDIM,PARTICULAR,1
2174576,2019,PE,BONITO,ADMINISTRAÇÃO,3
2174577,2019,PE,BONITO,ADMINISTRAÇÃO,33
2174578,2019,PE,BREJAO,ADMINISTRAÇÃO,1
2174579,2019,PE,BREJAO,ADMINISTRAÇÃO,19
2174580,2019,PE,BREJINHO,ADMINISTRAÇÃO,1
2174581,2019,PE,BREJINHO,ADMINISTRAÇÃO,12
2174582,2019,PE,BREJO DA MADRE DE DEUS,ADMINISTRAÇÃO,1
2174583,2019,PE,BREJO DA MADRE DE DEUS,ADMINISTRAÇÃO,51
2174584,2019,PE,BUENOS AIRES,ADMINISTRAÇÃO,2
2174585,2019,PE,BUENOS AIRES,ADMINISTRAÇÃO,14
2174586,2019,PE,BUIQUE,ADMINISTRAÇÃO,10
2174587,2019,PE,BUIQUE,ADMINISTRAÇÃO,42
2174588,2019,PE,CABO DE SANTO AGOSTINHO,ADMINISTRAÇÃO,17
2174589,2019,PE,CABO DE SANTO AGOSTINHO,ADMINISTRAÇÃO,105
2174590,2019,PE,CABO DE SANTO AGOSTINHO,PARTICULAR,1
2174591,2019,PE,CABROBO,ADMINISTRAÇÃO,15
2174592,2019,PE,CABROBO,ADMINISTRAÇÃO,25
2174593,2019,PE,CACHOEIRINHA,ADMINISTRAÇÃO,2
2174594,2019,PE,CACHOEIRINHA,ADMINISTRAÇÃO,8
2174595,2019,PE,CAETES,ADMINISTRAÇÃO,1
2174596,2019,PE,CAETES,ADMINISTRAÇÃO,26
2174597,2019,PE,CALCADO,ADMINISTRAÇÃO,1
2174598,2019,PE,CALCADO,ADMINISTRAÇÃO,15
2174599,2019,PE,CALUMBI,ADMINISTRAÇÃO,1
2174600,2019,PE,CALUMBI,ADMINISTRAÇÃO,14
2174601,2019,PE,CAMARAGIBE,ADMINISTRAÇÃO,20
2174602,2019,PE,CAMARAGIBE,ADMINISTRAÇÃO,27
2174603,2019,PE,CAMOCIM DE SAO FELIX,ADMINISTRAÇÃO,1
2174604,2019,PE,CAMOCIM DE SAO FELIX,ADMINISTRAÇÃO,12
2174605,2019,PE,CAMUTANGA,ADMINISTRAÇÃO,1
2174606,2019,PE,CAMUTANGA,ADMINISTRAÇÃO,10
2174607,2019,PE,CANHOTINHO,ADMINISTRAÇÃO,3
2174608,2019,PE,CANHOTINHO,ADMINISTRAÇÃO,29
2174609,2019,PE,CAPOEIRAS,ADMINISTRAÇÃO,1
2174610,2019,PE,CAPOEIRAS,ADMINISTRAÇÃO,25
2174611,2019,PE,CARNAIBA,ADMINISTRAÇÃO,3
2174612,2019,PE,CARNAIBA,ADMINISTRAÇÃO,19
2174613,2019,PE,CARNAUBEIRA DA PENHA,ADMINISTRAÇÃO,42
2174614,2019,PE,CARNAUBEIRA DA PENHA,ADMINISTRAÇÃO,36
2174615,2019,PE,CARPINA,ADMINISTRAÇÃO,9
2174616,2019,PE,CARPINA,ADMINISTRAÇÃO,22
2174617,2019,PE,CARPINA,PARTICULAR,1
2174618,2019,PE,CARUARU,ADMINISTRAÇÃO,24
2174619,2019,PE,CARUARU,ADMINISTRAÇÃO,138
2174620,2019,PE,CARUARU,PARTICULAR,2
2174621,2019,PE,CASINHAS,ADMINISTRAÇÃO,1
2174622,2019,PE,CASINHAS,ADMINISTRAÇÃO,20
2174623,2019,PE,CATENDE,ADMINISTRAÇÃO,5
2174624,2019,PE,CATENDE,ADMINISTRAÇÃO,30
2174625,2019,PE,CEDRO,ADMINISTRAÇÃO,2
2174626,2019,PE,CEDRO,ADMINISTRAÇÃO,13
2174627,2019,PE,CHA DE ALEGRIA,ADMINISTRAÇÃO,1
2174628,2019,PE,CHA DE ALEGRIA,ADMINISTRAÇÃO,10
2174629,2019,PE,CHA GRANDE,ADMINISTRAÇÃO,1
2174630,2019,PE,CHA GRANDE,ADMINISTRAÇÃO,27
2174631,2019,PE,CONDADO,ADMINISTRAÇÃO,2
2174632,2019,PE,CONDADO,ADMINISTRAÇÃO,10
2174633,2019,PE,CORRENTES,ADMINISTRAÇÃO,2
2174634,2019,PE,CORRENTES,ADMINISTRAÇÃO,27
2174635,2019,PE,CORTES,ADMINISTRAÇÃO,1
2174636,2019,PE,CORTES,ADMINISTRAÇÃO,19
2174637,2019,PE,CUMARU,ADMINISTRAÇÃO,1
2174638,2019,PE,CUMARU,ADMINISTRAÇÃO,24
2174639,2019,PE,CUPIRA,ADMINISTRAÇÃO,2
2174640,2019,PE,CUPIRA,ADMINISTRAÇÃO,21
2174641,2019,PE,CUPIRA,PARTICULAR,1
2174642,2019,PE,CUSTODIA,ADMINISTRAÇÃO,3
2174643,2019,PE,CUSTODIA,ADMINISTRAÇÃO,23
2174644,2019,PE,DORMENTES,ADMINISTRAÇÃO,2
2174645,2019,PE,DORMENTES,ADMINISTRAÇÃO,16
2174646,2019,PE,ESCADA,ADMINISTRAÇÃO,5
2174647,2019,PE,ESCADA,ADMINISTRAÇÃO,38
2174648,2019,PE,EXU,ADMINISTRAÇÃO,4
2174649,2019,PE,EXU,ADMINISTRAÇÃO,46
2174650,2019,PE,FEIRA NOVA,ADMINISTRAÇÃO,2
2174651,2019,PE,FEIRA NOVA,ADMINISTRAÇÃO,11
2174652,2019,PE,FERNANDO DE NORONHA,ADMINISTRAÇÃO,2
2174653,2019,PE,FERREIROS,ADMINISTRAÇÃO,1
2174654,2019,PE,FERREIROS,ADMINISTRAÇÃO,7
2174655,2019,PE,FLORES,ADMINISTRAÇÃO,3
2174656,2019,PE,FLORES,ADMINISTRAÇÃO,24
2174657,2019,PE,FLORESTA,ADMINISTRAÇÃO,10
2174658,2019,PE,FLORESTA,ADMINISTRAÇÃO,44
2174659,2019,PE,FREI MIGUELINHO,ADMINISTRAÇÃO,2
2174660,2019,PE,FREI MIGUELINHO,ADMINISTRAÇÃO,17
2174661,2019,PE,GAMELEIRA,ADMINISTRAÇÃO,2
2174662,2019,PE,GAMELEIRA,ADMINISTRAÇÃO,21
2174663,2019,PE,GAMELEIRA,PARTICULAR,2
2174664,2019,PE,GARANHUNS,ADMINISTRAÇÃO,16
2174665,2019,PE,GARANHUNS,ADMINISTRAÇÃO,52
2174666,2019,PE,GARANHUNS,PARTICULAR,9
2174667,2019,PE,GLORIA DO GOITA,ADMINISTRAÇÃO,2
2174668,2019,PE,GLORIA DO GOITA,ADMINISTRAÇÃO,29
2174669,2019,PE,GLORIA DO GOITA,PARTICULAR,1
2174670,2019,PE,GOIANA,ADMINISTRAÇÃO,7
2174671,2019,PE,GOIANA,ADMINISTRAÇÃO,40
2174672,2019,PE,GOIANA,PARTICULAR,1
2174673,2019,PE,GRANITO,ADMINISTRAÇÃO,2
2174674,2019,PE,GRANITO,ADMINISTRAÇÃO,7
2174675,2019,PE,GRAVATA,ADMINISTRAÇÃO,7
2174676,2019,PE,GRAVATA,ADMINISTRAÇÃO,50
2174677,2019,PE,IATI,ADMINISTRAÇÃO,1
2174678,2019,PE,IATI,ADMINISTRAÇÃO,15
2174679,2019,PE,IBIMIRIM,ADMINISTRAÇÃO,10
2174680,2019,PE,IBIMIRIM,ADMINISTRAÇÃO,17
2174681,2019,PE,IBIMIRIM,PARTICULAR,1
2174682,2019,PE,IBIRAJUBA,ADMINISTRAÇÃO,1
2174683,2019,PE,IBIRAJUBA,ADMINISTRAÇÃO,13
2174684,2019,PE,IGARASSU,ADMINISTRAÇÃO,10
2174685,2019,PE,IGARASSU,ADMINISTRAÇÃO,48
2174686,2019,PE,IGARASSU,PARTICULAR,1
2174687,2019,PE,IGUARACY,ADMINISTRAÇÃO,2
2174688,2019,PE,IGUARACY,ADMINISTRAÇÃO,13
2174689,2019,PE,ILHA DE ITAMARACA,ADMINISTRAÇÃO,6
2174690,2019,PE,ILHA DE ITAMARACA,ADMINISTRAÇÃO,15
2174691,2019,PE,INAJA,ADMINISTRAÇÃO,8
2174692,2019,PE,INAJA,ADMINISTRAÇÃO,25
2174693,2019,PE,INGAZEIRA,ADMINISTRAÇÃO,1
2174694,2019,PE,INGAZEIRA,ADMINISTRAÇÃO,9
2174695,2019,PE,IPOJUCA,ADMINISTRAÇÃO,6
2174696,2019,PE,IPUBI,ADMINISTRAÇÃO,4
2174697,2019,PE,IPUBI,ADMINISTRAÇÃO,41
2174698,2019,PE,ITACURUBA,ADMINISTRAÇÃO,2
2174699,2019,PE,ITACURUBA,ADMINISTRAÇÃO,9
2174700,2019,PE,ITAIBA,ADMINISTRAÇÃO,2
2174701,2019,PE,ITAIBA,ADMINISTRAÇÃO,37
2174702,2019,PE,ITAMBE,ADMINISTRAÇÃO,4
2174703,2019,PE,ITAMBE,ADMINISTRAÇÃO,19
2174704,2019,PE,ITAPETIM,ADMINISTRAÇÃO,1
2174705,2019,PE,ITAPETIM,ADMINISTRAÇÃO,14
2174706,2019,PE,ITAPETIM,PARTICULAR,1
2174707,2019,PE,ITAPISSUMA,ADMINISTRAÇÃO,3
2174708,2019,PE,ITAPISSUMA,ADMINISTRAÇÃO,14
2174709,2019,PE,ITAQUITINGA,ADMINISTRAÇÃO,2
2174710,2019,PE,ITAQUITINGA,ADMINISTRAÇÃO,10
2174711,2019,PE,JABOATAO DOS GUARARAPES,ADMINISTRAÇÃO,39
2174712,2019,PE,JABOATAO DOS GUARARAPES,ADMINISTRAÇÃO,143
2174713,2019,PE,JABOATAO DOS GUARARAPES,PARTICULAR,2
2174714,2019,PE,JAQUEIRA,ADMINISTRAÇÃO,1
2174715,2019,PE,JAQUEIRA,ADMINISTRAÇÃO,19
2174716,2019,PE,JAQUEIRA,PARTICULAR,1
2174717,2019,PE,JATAUBA,ADMINISTRAÇÃO,1
2174718,2019,PE,JATAUBA,ADMINISTRAÇÃO,34
2174719,2019,PE,JATOBA,ADMINISTRAÇÃO,11
2174720,2019,PE,JATOBA,ADMINISTRAÇÃO,13
2174721,2019,PE,JOAO ALFREDO,ADMINISTRAÇÃO,2
2174722,2019,PE,JOAO ALFREDO,ADMINISTRAÇÃO,20
2174723,2019,PE,JOAQUIM NABUCO,ADMINISTRAÇÃO,1
2174724,2019,PE,JOAQUIM NABUCO,ADMINISTRAÇÃO,15
2174725,2019,PE,JUCATI,ADMINISTRAÇÃO,1
2174726,2019,PE,JUCATI,ADMINISTRAÇÃO,10
2174727,2019,PE,JUPI,ADMINISTRAÇÃO,1
2174728,2019,PE,JUPI,ADMINISTRAÇÃO,11
2174729,2019,PE,JUREMA,ADMINISTRAÇÃO,1
2174730,2019,PE,JUREMA,ADMINISTRAÇÃO,20
2174731,2019,PE,LAGOA DE ITAENGA,ADMINISTRAÇÃO,1
2174732,2019,PE,LAGOA DE ITAENGA,ADMINISTRAÇÃO,15
2174733,2019,PE,LAGOA DO CARRO,ADMINISTRAÇÃO,1
2174734,2019,PE,LAGOA DO CARRO,ADMINISTRAÇÃO,14
2174735,2019,PE,LAGOA DO OURO,ADMINISTRAÇÃO,1
2174736,2019,PE,LAGOA DO OURO,ADMINISTRAÇÃO,24
2174737,2019,PE,LAGOA DOS GATOS,ADMINISTRAÇÃO,1
2174738,2019,PE,LAGOA DOS GATOS,ADMINISTRAÇÃO,28
2174739,2019,PE,LAGOA GRANDE,ADMINISTRAÇÃO,4
2174740,2019,PE,LAGOA GRANDE,ADMINISTRAÇÃO,22
2174741,2019,PE,LAJEDO,ADMINISTRAÇÃO,3
2174742,2019,PE,LAJEDO,ADMINISTRAÇÃO,37
2174743,2019,PE,LIMOEIRO,ADMINISTRAÇÃO,9
2174744,2019,PE,LIMOEIRO,ADMINISTRAÇÃO,26
2174745,2019,PE,MACAPARANA,ADMINISTRAÇÃO,4
2174746,2019,PE,MACAPARANA,ADMINISTRAÇÃO,21
2174747,2019,PE,MACHADOS,ADMINISTRAÇÃO,1
2174748,2019,PE,MACHADOS,ADMINISTRAÇÃO,11
2174749,2019,PE,MANARI,ADMINISTRAÇÃO,1
2174750,2019,PE,MANARI,ADMINISTRAÇÃO,36
